date,region,search_interest,delivery_orders,ride_requests,freelance_jobs,active_users,urban_activity
2024-06-13,Jeddah,66.4,6322,,306,26469,77.0
2024-06-13,Madinah,46.9,4616,6081,253,19794,55.6
2024-06-13,Makkah,51.8,5392,7141,285,23166,64.2
2024-06-13,Riyadh,78.7,6408,8761,368,31552,80.2
2024-06-14,Dammam,52.9,4750,,283,20796,57.8
2024-06-14,Jeddah,75.1,6265,8078,310,29472,76.7
2024-06-14,Madinah,51.1,4254,,238,21056,53.1
2024-06-14,Makkah,58.5,4793,6532,289,26198,64.3
2024-06-14,Riyadh,79.9,7307,9114,340,31395,84.1
2024-06-15,Dammam,44.6,4078,5150,262,17571,49.2
2024-06-15,Jeddah,53.6,5487,6654,352,24085,60.5
2024-06-15,Madinah,41.2,3664,4452,211,17085,46.8
2024-06-15,Makkah,46.1,4647,5480,291,20895,53.8
2024-06-15,Riyadh,64.0,,7648,390,30185,73.9
2024-06-16,Dammam,44.1,4140,5657,264,18055,51.1
2024-06-16,Jeddah,56.9,5079,6284,322,24873,57.6
2024-06-16,Madinah,39.0,3560,4724,239,16016,41.3
2024-06-16,Makkah,46.1,4735,5735,255,21822,54.8
2024-06-16,Riyadh,67.7,5186,7296,387,25543,72.9
2024-06-17,Dammam,44.9,4057,5042,254,19262,47.5
2024-06-17,Jeddah,54.4,,7008,335,24315,
2024-06-17,Madinah,37.4,3413,4843,254,16030,39.7
2024-06-17,Makkah,50.5,3991,6024,278,17382,
2024-06-17,Riyadh,55.1,5668,8277,395,27179,62.8
2024-06-18,Dammam,45.8,4321,5544,290,20568,49.0
2024-06-18,Jeddah,56.8,,7139,342,23674,65.4
2024-06-18,Madinah,38.3,3186,4874,249,18226,43.9
2024-06-18,Makkah,44.8,4224,6673,255,20069,53.6
2024-06-18,Riyadh,60.3,6199,7491,403,26474,72.6
2024-06-19,Dammam,43.9,4045,6009,250,20814,48.0
2024-06-19,Jeddah,57.1,5241,7022,359,26303,63.8
2024-06-19,Madinah,40.1,3418,4803,241,19292,43.1
2024-06-19,Makkah,48.3,4820,5711,263,18171,49.6
2024-06-19,Riyadh,68.1,5958,6770,376,26048,70.5
2024-06-20,Dammam,56.2,5240,5544,276,21308,62.1
2024-06-20,Jeddah,69.4,5459,8969,326,29162,71.6
2024-06-20,Madinah,49.1,4727,5560,240,18427,52.6
2024-06-20,Makkah,60.4,5033,6286,292,23691,63.2
2024-06-20,Riyadh,74.6,6436,7999,338,33905,81.4
2024-06-21,Dammam,48.0,4585,5961,256,22918,57.6
2024-06-21,Jeddah,71.1,6402,8136,340,29971,69.7
2024-06-21,Madinah,47.5,4331,5241,253,19628,57.6
2024-06-21,Makkah,55.9,4902,7294,276,25104,58.4
2024-06-21,Riyadh,82.5,7392,9261,361,,87.4
2024-06-22,Dammam,43.7,4201,5702,257,19930,
2024-06-22,Jeddah,57.3,5406,7171,315,22537,61.4
2024-06-22,Madinah,38.9,3942,4553,242,16593,47.7
2024-06-22,Makkah,46.7,4283,5247,257,21917,51.1
2024-06-22,Riyadh,64.8,5525,7517,385,28844,67.5
2024-06-23,Dammam,41.8,4288,,279,17082,47.4
2024-06-23,Jeddah,57.6,5278,7058,332,23889,55.5
2024-06-23,Madinah,40.7,3775,3853,241,16732,41.2
2024-06-23,Makkah,48.4,4733,5302,280,18332,49.0
2024-06-23,Riyadh,67.9,5943,7533,387,29025,71.5
2024-06-24,Dammam,40.6,3848,5962,265,18739,48.3
2024-06-24,Jeddah,58.2,4810,,301,22212,67.4
2024-06-24,Madinah,39.4,3922,4917,,16804,43.5
2024-06-24,Makkah,48.8,4819,5940,275,20565,53.2
2024-06-24,Riyadh,60.1,5707,7474,373,26594,73.8
2024-06-25,Dammam,42.1,4009,5804,,16368,50.3
2024-06-25,Jeddah,58.4,5325,6934,336,23610,63.3
2024-06-25,Madinah,37.4,,5143,229,17437,41.8
2024-06-25,Makkah,47.7,3951,5875,293,18225,52.0
2024-06-25,Riyadh,67.8,6536,7519,398,27436,72.7
2024-06-26,Dammam,41.0,4012,4749,258,18854,57.8
2024-06-26,Jeddah,57.5,4589,,302,21266,55.9
2024-06-26,Madinah,40.2,3580,,244,16110,47.6
2024-06-26,Makkah,44.5,4626,4954,298,19411,55.1
2024-06-26,Riyadh,62.0,5820,7900,387,21653,69.5
2024-06-27,Dammam,53.6,4896,6204,260,23030,54.8
2024-06-27,Jeddah,62.3,6140,7717,314,27391,69.7
2024-06-27,Madinah,48.9,4512,5523,248,20949,53.1
2024-06-27,Makkah,57.1,4631,6799,298,21895,65.9
2024-06-27,Riyadh,79.8,7289,8802,345,34437,86.4
2024-06-28,Dammam,53.6,4377,5879,259,21768,58.5
2024-06-28,Jeddah,63.8,5976,7740,351,25531,79.8
2024-06-28,Madinah,43.4,4614,5164,259,17800,49.5
2024-06-28,Makkah,56.8,,7409,286,23222,66.4
2024-06-28,Riyadh,80.7,7087,8671,362,33243,88.2
2024-06-29,Dammam,45.5,3976,4866,276,19863,50.5
2024-06-29,Jeddah,60.3,5602,6170,359,25391,57.7
2024-06-29,Madinah,40.2,3750,4798,245,18387,42.8
2024-06-29,Makkah,45.6,4705,5690,289,19521,48.6
2024-06-29,Riyadh,62.3,6145,7711,417,26983,69.8
2024-06-30,Dammam,39.4,4570,4497,263,17451,48.8
2024-06-30,Jeddah,53.3,4950,6852,340,23445,60.6
2024-06-30,Madinah,37.0,3607,4476,192,18047,47.7
2024-06-30,Makkah,46.8,4450,5733,236,21486,53.4
2024-06-30,Riyadh,56.3,6170,7383,353,24605,74.9
2024-07-01,Dammam,44.8,4004,5201,229,20070,50.7
2024-07-01,Jeddah,56.9,4829,7057,331,23522,64.4
2024-07-01,Madinah,36.3,3865,5025,239,18019,43.2
2024-07-01,Makkah,48.2,4827,5424,284,19197,
2024-07-01,Riyadh,65.8,6267,8014,368,26868,70.0
2024-07-02,Dammam,48.1,4198,5040,270,17651,52.6
2024-07-02,Jeddah,55.7,4778,6916,319,,53.0
2024-07-02,Madinah,41.4,3906,4225,241,15385,41.0
2024-07-02,Makkah,46.6,4508,5891,316,22307,57.9
2024-07-02,Riyadh,61.3,6046,7160,375,28253,74.4
2024-07-03,Dammam,43.6,4091,5551,249,18237,50.6
2024-07-03,Jeddah,56.5,4620,6652,348,22086,57.3
2024-07-03,Madinah,37.4,3486,4678,237,15921,47.0
2024-07-03,Makkah,50.3,,5546,258,22238,55.2
2024-07-03,Riyadh,69.0,5763,6939,348,28250,72.9
2024-07-04,Dammam,56.1,4369,6369,238,19997,
2024-07-04,Jeddah,69.0,6460,7943,369,27957,72.7
2024-07-04,Madinah,47.2,4441,6228,216,19473,54.8
2024-07-04,Makkah,52.9,5376,6471,318,24384,59.5
2024-07-04,Riyadh,80.6,7001,8995,361,31124,77.4
2024-07-05,Dammam,53.6,4406,6248,284,22949,61.3
2024-07-05,Jeddah,66.8,6608,7740,330,26653,66.4
2024-07-05,Madinah,42.9,4417,5317,232,20906,48.4
2024-07-05,Makkah,51.0,5152,7122,262,24255,57.8
2024-07-05,Riyadh,75.9,6626,8391,371,33879,85.8
2024-07-06,Dammam,43.7,3749,5261,247,18670,51.6
2024-07-06,Jeddah,55.0,5457,6870,345,24084,62.3
2024-07-06,Madinah,38.1,3568,5467,227,15920,41.0
2024-07-06,Makkah,51.7,4088,5372,263,,54.8
2024-07-06,Riyadh,74.2,6236,,403,27921,73.9
2024-07-07,Dammam,44.3,4034,5343,295,20376,49.7
2024-07-07,Jeddah,54.4,5111,5818,309,23820,63.5
2024-07-07,Madinah,37.7,3363,4762,217,16421,43.8
2024-07-07,Makkah,45.0,4547,6194,306,18307,52.5
2024-07-07,Riyadh,57.6,6222,8062,365,28587,69.8
2024-07-08,Dammam,43.3,4063,4927,264,18663,43.4
2024-07-08,Jeddah,,5502,7124,317,23069,60.6
2024-07-08,Madinah,39.2,3548,4807,255,18389,44.1
2024-07-08,Makkah,46.1,4225,5384,313,18059,49.5
2024-07-08,Riyadh,65.7,5959,6947,404,25780,79.4
2024-07-09,Dammam,47.9,4002,5128,265,20238,49.5
2024-07-09,Jeddah,52.3,4936,6670,331,22858,58.1
2024-07-09,Madinah,39.3,3773,4774,216,17603,45.6
2024-07-09,Makkah,49.2,4244,5751,285,,44.2
2024-07-09,Riyadh,60.9,5931,,405,30310,66.6
2024-07-10,Dammam,40.7,3993,5111,255,17078,45.9
2024-07-10,Jeddah,56.1,,6142,340,23184,63.6
2024-07-10,Madinah,35.5,3537,4337,213,16705,43.7
2024-07-10,Makkah,43.7,4293,5237,273,19544,51.4
2024-07-10,Riyadh,67.3,5582,7563,349,26312,70.0
2024-07-11,Dammam,52.1,4516,6488,243,19742,54.8
2024-07-11,Jeddah,70.4,6088,,363,29874,79.4
2024-07-11,Madinah,48.0,4092,5557,236,18407,51.9
2024-07-11,Makkah,55.8,5177,7123,,26884,62.3
2024-07-11,Riyadh,75.6,6427,8166,407,27706,78.2
2024-07-12,Dammam,53.8,4468,6079,282,19304,53.3
2024-07-12,Jeddah,67.2,6241,7110,,29578,76.3
2024-07-12,Madinah,41.1,4380,6004,210,19239,56.1
2024-07-12,Makkah,53.6,5198,7218,311,22532,66.2
2024-07-12,Riyadh,,7776,8255,379,30542,75.4
2024-07-13,Dammam,45.3,3854,5467,239,20350,49.4
2024-07-13,Jeddah,56.6,4857,6609,318,23754,59.8
2024-07-13,Madinah,37.3,3622,4984,251,15824,43.6
2024-07-13,Makkah,49.6,4438,6242,263,17405,56.5
2024-07-13,Riyadh,62.4,5965,7652,354,26003,74.5
2024-07-14,Dammam,43.4,3866,5436,273,16537,53.2
2024-07-14,Jeddah,58.5,5278,7247,316,24169,66.5
2024-07-14,Madinah,35.5,3453,4740,229,14027,40.1
2024-07-14,Makkah,51.4,4119,5326,293,20886,53.4
2024-07-14,Riyadh,,6154,7122,404,26507,69.4
2024-07-15,Dammam,44.0,3960,5026,256,18924,49.0
2024-07-15,Jeddah,55.5,5191,7030,305,23630,68.1
2024-07-15,Madinah,39.7,3569,4133,230,15582,42.3
2024-07-15,Makkah,44.7,4422,6425,283,19755,57.1
2024-07-15,Riyadh,56.9,5342,7613,365,26712,68.1
2024-07-16,Dammam,44.0,3784,5123,221,18841,45.3
2024-07-16,Jeddah,49.0,4800,6371,332,23083,70.5
2024-07-16,Madinah,38.6,3491,4610,234,15620,45.8
2024-07-16,Makkah,48.8,4549,5787,250,22028,55.6
2024-07-16,Riyadh,60.6,6369,7808,394,24325,
2024-07-17,Dammam,44.7,3928,4890,257,18262,52.3
2024-07-17,Jeddah,56.0,4584,6099,336,23972,59.3
2024-07-17,Madinah,,3254,4260,230,17193,42.7
2024-07-17,Makkah,49.6,4382,5720,298,,51.5
2024-07-17,Riyadh,60.3,5598,7637,394,25157,80.2
2024-07-18,Dammam,54.2,4830,5882,249,20896,60.0
2024-07-18,Jeddah,65.4,6053,,345,26114,73.3
2024-07-18,Madinah,45.7,4085,4926,231,19064,46.3
2024-07-18,Makkah,55.7,5273,6809,258,22095,60.6
2024-07-18,Riyadh,74.9,7690,8979,341,32202,77.9
2024-07-19,Dammam,55.7,4589,6664,267,21873,58.0
2024-07-19,Jeddah,66.2,5903,,325,26671,75.2
2024-07-19,Madinah,47.0,4278,5559,229,20066,53.2
2024-07-19,Makkah,54.4,4793,6635,308,25254,59.0
2024-07-19,Riyadh,65.9,6271,8926,376,33663,86.9
2024-07-20,Dammam,,3862,5769,231,17446,44.8
2024-07-20,Jeddah,49.4,5318,,,23862,62.6
2024-07-20,Madinah,34.6,3572,4440,204,15086,43.7
2024-07-20,Makkah,46.3,4664,5491,274,19108,59.6
2024-07-20,Riyadh,59.5,6296,6580,352,27137,70.2
2024-07-21,Dammam,47.8,3929,5650,260,18294,48.3
2024-07-21,Jeddah,54.6,4927,6897,326,24957,59.5
2024-07-21,Madinah,38.5,3472,4212,224,18324,39.4
2024-07-21,Makkah,,4789,5800,265,17853,51.7
2024-07-21,Riyadh,67.3,5498,7037,358,27364,69.7
2024-07-22,Dammam,44.2,4038,5562,253,16947,46.4
2024-07-22,Jeddah,54.7,4806,,342,23855,63.6
2024-07-22,Madinah,37.9,3307,4986,234,16307,45.8
2024-07-22,Makkah,44.1,4451,6070,261,21039,53.2
2024-07-22,Riyadh,65.3,5699,6685,338,27643,68.1
2024-07-23,Dammam,40.8,4010,5267,250,17957,50.1
2024-07-23,Jeddah,53.4,5410,6858,320,23047,61.0
2024-07-23,Madinah,39.5,3460,4841,239,16366,43.6
2024-07-23,Makkah,42.9,,5737,281,18972,53.4
2024-07-23,Riyadh,61.3,6224,7145,314,25102,64.4
2024-07-24,Dammam,39.8,4161,5135,259,18418,44.6
2024-07-24,Jeddah,55.1,4928,,319,25838,62.5
2024-07-24,Madinah,37.0,,4978,252,15915,46.5
2024-07-24,Makkah,49.2,4118,5532,285,20016,50.9
2024-07-24,Riyadh,65.3,6467,7291,356,26464,65.5
2024-07-25,Dammam,48.3,4539,6131,261,22475,56.1
2024-07-25,Jeddah,68.2,5869,8205,293,28960,74.5
2024-07-25,Madinah,44.1,4153,5031,231,20617,51.0
2024-07-25,Makkah,51.4,4489,6747,242,23937,63.6
2024-07-25,Riyadh,82.3,6479,7839,377,33152,81.0
2024-07-26,Dammam,50.6,4526,,284,21876,52.7
2024-07-26,Jeddah,61.7,5834,6582,343,29413,75.8
2024-07-26,Madinah,43.2,4156,5091,240,20396,52.2
2024-07-26,Makkah,58.9,4772,6304,255,20886,63.3
2024-07-26,Riyadh,77.4,6712,9068,378,,87.6
2024-07-27,Dammam,38.5,3880,4963,250,17203,47.2
2024-07-27,Jeddah,53.2,,7604,341,22362,62.6
2024-07-27,Madinah,40.1,3476,4662,229,15550,42.4
2024-07-27,Makkah,49.2,4151,4885,,19830,49.1
2024-07-27,Riyadh,59.1,,7152,343,25826,66.9
2024-07-28,Dammam,42.5,4240,5088,266,19419,51.5
2024-07-28,Jeddah,49.7,4584,6520,350,23453,62.6
2024-07-28,Madinah,38.2,3543,4808,240,16373,42.5
2024-07-28,Makkah,44.8,4233,4773,293,18478,54.6
2024-07-28,Riyadh,61.5,5467,7848,375,24536,65.1
2024-07-29,Dammam,42.8,3895,5146,247,18983,49.3
2024-07-29,Jeddah,53.2,4638,6554,313,23562,58.3
2024-07-29,Madinah,38.5,3363,4675,213,14800,46.7
2024-07-29,Makkah,48.0,4302,5647,297,19947,48.8
2024-07-29,Riyadh,61.6,5767,7937,352,26107,70.5
2024-07-30,Dammam,40.3,4182,5226,248,18128,44.3
2024-07-30,Jeddah,51.2,4795,6861,301,22725,56.1
2024-07-30,Madinah,40.0,3589,4711,241,16270,40.7
2024-07-30,Makkah,49.5,4543,5422,305,19321,45.5
2024-07-30,Riyadh,65.0,5891,7415,371,26823,68.7
2024-07-31,Dammam,39.8,4197,5219,252,17025,47.5
2024-07-31,Jeddah,57.2,4486,6773,309,22822,52.4
2024-07-31,Madinah,35.7,3580,4928,223,15546,41.3
2024-07-31,Makkah,44.4,4398,5339,300,19351,55.6
2024-07-31,Riyadh,64.3,5909,6872,364,24476,66.8
2024-08-01,Dammam,51.7,4810,5846,259,21893,53.5
2024-08-01,Jeddah,65.0,6007,8180,350,27818,73.1
2024-08-01,Madinah,40.3,3657,4961,222,21665,49.2
2024-08-01,Makkah,51.2,4606,6419,282,21709,53.9
2024-08-01,Riyadh,72.8,7059,9332,365,29040,84.1
2024-08-02,Dammam,49.2,4822,6626,283,24395,55.6
2024-08-02,Jeddah,64.0,5709,6994,302,26687,73.4
2024-08-02,Madinah,44.5,4282,5548,202,18893,50.9
2024-08-02,Makkah,56.0,4948,6343,276,21865,59.7
2024-08-02,Riyadh,66.7,6199,8839,,30529,84.4
2024-08-03,Dammam,41.2,4159,4526,237,18275,45.4
2024-08-03,Jeddah,51.1,5186,6266,277,21668,58.6
2024-08-03,Madinah,36.0,3654,4667,214,17133,
2024-08-03,Makkah,,3674,4921,242,18762,52.7
2024-08-03,Riyadh,64.5,5053,6819,358,24021,72.5
2024-08-04,Dammam,47.8,3723,5026,259,17001,51.5
2024-08-04,Jeddah,51.8,5173,5560,309,19848,56.0
2024-08-04,Madinah,39.5,3849,4511,239,16453,41.9
2024-08-04,Makkah,43.6,4080,5830,263,17500,
2024-08-04,Riyadh,51.4,,7518,368,25589,69.4
2024-08-05,Dammam,47.3,,,,17589,49.6
2024-08-05,Jeddah,50.9,5932,6895,310,21701,58.2
2024-08-05,Madinah,40.9,3395,4815,226,15723,40.8
2024-08-05,Makkah,45.3,4116,5215,266,19355,48.6
2024-08-05,Riyadh,56.8,5994,7573,360,22982,73.9
2024-08-06,Dammam,44.4,3877,5311,242,19533,44.5
2024-08-06,Jeddah,52.0,4880,6637,311,23262,62.3
2024-08-06,Madinah,36.7,3369,4182,204,17042,42.4
2024-08-06,Makkah,45.1,4677,5129,250,20508,51.7
2024-08-06,Riyadh,66.8,5361,7431,355,26697,
2024-08-07,Dammam,45.4,3728,5538,259,,42.3
2024-08-07,Jeddah,50.4,4772,6234,328,21868,59.7
2024-08-07,Madinah,37.1,3407,4621,224,16230,40.6
2024-08-07,Makkah,47.8,3649,6093,284,18065,53.8
2024-08-07,Riyadh,62.6,4927,7340,346,23997,69.0
2024-08-08,Dammam,50.2,4264,5839,247,23861,55.3
2024-08-08,Jeddah,65.8,5834,8148,310,29064,76.5
2024-08-08,Madinah,46.1,4425,5102,218,18356,43.5
2024-08-08,Makkah,54.1,5117,6114,259,23930,64.7
2024-08-08,Riyadh,73.8,6819,8174,388,30997,78.6
2024-08-09,Dammam,45.4,4745,6094,268,21007,55.4
2024-08-09,Jeddah,61.2,5574,7487,327,24736,64.3
2024-08-09,Madinah,44.4,4242,4920,229,19894,48.6
2024-08-09,Makkah,51.0,5176,6077,237,23723,54.1
2024-08-09,Riyadh,71.9,6210,8223,304,27798,87.4
2024-08-10,Dammam,44.5,4045,5098,256,16199,41.5
2024-08-10,Jeddah,53.3,4742,6090,315,23196,56.3
2024-08-10,Madinah,41.0,3661,4189,200,14419,43.2
2024-08-10,Makkah,47.0,4143,,263,18599,48.9
2024-08-10,Riyadh,61.1,5611,7303,357,26253,72.2
2024-08-11,Dammam,47.5,3726,4586,249,,44.6
2024-08-11,Jeddah,54.3,5026,6561,,22080,57.1
2024-08-11,Madinah,35.5,3167,4546,215,16684,40.9
2024-08-11,Makkah,47.5,4153,6006,266,17394,48.3
2024-08-11,Riyadh,59.5,6201,7250,333,24261,73.0
2024-08-12,Dammam,45.3,4010,4769,247,17254,43.8
2024-08-12,Jeddah,54.7,4742,6823,294,19945,59.7
2024-08-12,Madinah,37.6,3134,4412,223,15370,40.0
2024-08-12,Makkah,46.5,4262,5082,269,20760,44.4
2024-08-12,Riyadh,55.2,5964,6150,311,25905,72.6
2024-08-13,Dammam,44.0,3924,4507,238,19165,45.1
2024-08-13,Jeddah,54.4,4570,6189,319,21994,52.6
2024-08-13,Madinah,35.8,3607,5038,224,16963,43.5
2024-08-13,Makkah,43.0,4337,5329,261,16658,47.4
2024-08-13,Riyadh,57.1,5746,7838,370,,64.3
2024-08-14,Dammam,45.3,3890,4909,243,17633,
2024-08-14,Jeddah,52.5,4854,6456,324,21526,59.5
2024-08-14,Madinah,34.8,3563,4254,210,14626,40.1
2024-08-14,Makkah,42.6,4688,4860,255,16466,53.1
2024-08-14,Riyadh,57.7,5390,6891,380,,68.6
2024-08-15,Dammam,46.7,3885,5483,245,19722,54.1
2024-08-15,Jeddah,62.2,5536,7000,289,30115,70.9
2024-08-15,Madinah,,4139,5651,232,18120,50.3
2024-08-15,Makkah,56.8,4295,6827,257,24010,55.7
2024-08-15,Riyadh,70.9,6725,7813,357,31901,81.6
2024-08-16,Dammam,42.5,5135,5505,242,22063,53.1
2024-08-16,Jeddah,63.6,5755,8141,327,26434,64.2
2024-08-16,Madinah,42.1,3798,4863,230,16338,44.9
2024-08-16,Makkah,52.7,4849,5857,275,21380,60.6
2024-08-16,Riyadh,76.3,6318,8535,325,30105,80.6
2024-08-17,Dammam,40.9,3851,4904,207,16258,44.9
2024-08-17,Jeddah,58.4,4948,6609,315,20885,62.7
2024-08-17,Madinah,36.3,3264,4504,239,14348,38.9
2024-08-17,Makkah,47.4,4052,5663,280,18496,48.4
2024-08-17,Riyadh,60.6,5391,7255,335,23814,71.3
2024-08-18,Dammam,38.5,3723,4799,260,18532,45.0
2024-08-18,Jeddah,49.4,5633,6535,290,23681,55.8
2024-08-18,Madinah,36.7,3220,4380,224,16584,39.0
2024-08-18,Makkah,42.4,4189,5184,276,20905,45.7
2024-08-18,Riyadh,60.7,5751,7205,,24221,67.6
2024-08-19,Dammam,41.2,4105,4747,227,16989,45.6
2024-08-19,Jeddah,53.7,4629,5958,314,24031,53.3
2024-08-19,Madinah,40.0,3366,3936,214,13709,40.3
2024-08-19,Makkah,,4164,4915,275,16179,50.5
2024-08-19,Riyadh,52.8,5925,6460,334,25164,72.2
2024-08-20,Dammam,43.8,3655,5080,266,17721,43.5
2024-08-20,Jeddah,,5121,6520,324,23137,58.9
2024-08-20,Madinah,36.2,3595,4167,246,16266,43.6
2024-08-20,Makkah,40.9,4147,5389,257,18767,
2024-08-20,Riyadh,58.8,5702,7090,353,26543,62.8
2024-08-21,Dammam,40.0,3728,4563,235,18914,40.0
2024-08-21,Jeddah,55.7,5101,,318,23030,54.7
2024-08-21,Madinah,36.4,3567,4300,227,15046,42.9
2024-08-21,Makkah,41.6,3995,5523,230,16635,44.8
2024-08-21,Riyadh,53.0,5199,7469,378,24461,67.5
2024-08-22,Dammam,49.7,4770,5944,259,,53.7
2024-08-22,Jeddah,63.9,6226,7649,332,27890,74.3
2024-08-22,Madinah,39.3,4245,5175,214,19071,39.7
2024-08-22,Makkah,52.5,5124,5826,254,21219,52.3
2024-08-22,Riyadh,72.0,6553,7823,345,30510,74.9
2024-08-23,Dammam,49.4,4419,5695,291,19781,60.1
2024-08-23,Jeddah,63.1,5585,7341,300,24890,64.1
2024-08-23,Madinah,44.4,3670,5069,230,18958,52.3
2024-08-23,Makkah,54.1,4876,6395,234,22755,
2024-08-23,Riyadh,65.5,5910,8784,334,28783,85.0
2024-08-24,Dammam,42.2,4246,4923,255,17349,
2024-08-24,Jeddah,50.0,4619,,315,18551,63.8
2024-08-24,Madinah,40.7,3384,4523,228,14204,38.0
2024-08-24,Makkah,47.7,4216,5087,247,16119,50.9
2024-08-24,Riyadh,57.9,4876,7011,335,28009,74.8
2024-08-25,Dammam,41.3,3832,4802,276,17428,44.9
2024-08-25,Jeddah,53.3,4694,6203,331,22099,51.2
2024-08-25,Madinah,36.7,3333,4180,218,,44.2
2024-08-25,Makkah,41.1,3987,5768,252,19310,44.1
2024-08-25,Riyadh,55.6,6042,7299,355,,66.3
2024-08-26,Dammam,38.6,3506,4780,254,18748,48.6
2024-08-26,Jeddah,51.1,5337,5514,314,24104,62.0
2024-08-26,Madinah,31.5,3241,4542,232,14755,38.8
2024-08-26,Makkah,39.6,3760,5316,259,17663,51.7
2024-08-26,Riyadh,56.5,6040,7685,362,24156,56.6
2024-08-27,Dammam,40.4,3222,4460,245,15585,47.0
2024-08-27,Jeddah,50.2,4479,6137,291,21676,61.4
2024-08-27,Madinah,36.8,3326,4071,180,13728,38.9
2024-08-27,Makkah,45.3,4111,5308,265,19820,49.9
2024-08-27,Riyadh,59.2,5301,7272,371,25322,60.2
2024-08-28,Dammam,,4003,4697,235,16390,48.4
2024-08-28,Jeddah,53.6,4482,5882,274,23282,55.3
2024-08-28,Madinah,39.5,3221,4305,231,15355,40.7
2024-08-28,Makkah,43.2,3517,5319,264,19564,54.4
2024-08-28,Riyadh,58.2,5272,7927,318,27235,68.4
2024-08-29,Dammam,51.6,4435,6039,280,19949,56.9
2024-08-29,Jeddah,59.9,6257,6392,335,27649,63.7
2024-08-29,Madinah,41.5,,5252,215,18941,44.4
2024-08-29,Makkah,51.9,4717,5688,259,20045,57.1
2024-08-29,Riyadh,70.0,6162,8409,354,27878,70.2
2024-08-30,Dammam,,5047,5469,234,20356,55.5
2024-08-30,Jeddah,58.5,5205,6519,276,23754,70.6
2024-08-30,Madinah,37.8,4158,4986,,,45.9
2024-08-30,Makkah,54.4,4586,6182,250,21247,58.8
2024-08-30,Riyadh,64.9,6633,7768,369,29759,74.3
2024-08-31,Dammam,40.7,3393,4579,250,15550,46.2
2024-08-31,Jeddah,57.7,4380,6105,291,22214,59.3
2024-08-31,Madinah,37.9,3365,4179,222,13880,39.7
2024-08-31,Makkah,44.9,4212,5408,236,16967,42.3
2024-08-31,Riyadh,55.3,5000,7116,339,24372,66.0
2024-09-01,Dammam,40.9,3649,4899,235,17968,41.0
2024-09-01,Jeddah,53.2,4751,5370,295,21304,
2024-09-01,Madinah,37.7,3126,3501,204,15125,40.3
2024-09-01,Makkah,41.8,4146,4833,230,18009,44.8
2024-09-01,Riyadh,56.3,5289,6946,353,23054,59.1
2024-09-02,Dammam,45.2,3510,4402,241,15162,45.7
2024-09-02,Jeddah,50.2,4827,6060,301,21699,54.6
2024-09-02,Madinah,35.7,2959,4465,222,15654,41.3
2024-09-02,Makkah,38.8,3939,5585,252,17864,54.0
2024-09-02,Riyadh,57.8,5171,6634,367,25581,65.5
2024-09-03,Dammam,40.6,3615,4731,206,18201,43.2
2024-09-03,Jeddah,51.7,4895,6313,307,20226,53.8
2024-09-03,Madinah,,3445,4459,211,14953,38.8
2024-09-03,Makkah,46.5,3620,5668,273,16336,49.9
2024-09-03,Riyadh,59.6,5711,6768,321,24713,65.4
2024-09-04,Dammam,43.9,3568,4613,237,15371,48.2
2024-09-04,Jeddah,50.0,4695,5946,291,21528,56.4
2024-09-04,Madinah,35.9,3597,4545,206,15568,41.8
2024-09-04,Makkah,46.8,3986,5049,265,18282,51.6
2024-09-04,Riyadh,60.3,5722,7249,359,27099,66.8
2024-09-05,Dammam,49.0,4673,6187,220,17501,52.8
2024-09-05,Jeddah,55.8,5423,7416,273,27927,63.2
2024-09-05,Madinah,38.4,3861,5576,190,,
2024-09-05,Makkah,47.8,4170,6242,283,19690,59.7
2024-09-05,Riyadh,,6034,8216,307,30373,77.4
2024-09-06,Dammam,47.9,4719,5980,249,16818,52.3
2024-09-06,Jeddah,66.9,6046,7319,325,25408,63.7
2024-09-06,Madinah,40.8,3485,5049,210,18885,45.8
2024-09-06,Makkah,49.5,4823,5993,231,22784,58.0
2024-09-06,Riyadh,67.8,6003,7704,345,24373,71.6
2024-09-07,Dammam,40.4,3385,4465,241,15970,46.2
2024-09-07,Jeddah,56.7,4664,5834,297,20704,53.9
2024-09-07,Madinah,33.7,3227,4139,204,13748,33.0
2024-09-07,Makkah,41.6,3953,5423,252,19073,44.5
2024-09-07,Riyadh,53.4,5576,6303,354,22860,67.4
2024-09-08,Dammam,40.9,3978,4258,221,17359,46.6
2024-09-08,Jeddah,48.8,4745,6304,282,22167,57.6
2024-09-08,Madinah,38.1,3558,4413,212,13450,40.1
2024-09-08,Makkah,39.7,3736,5071,253,17238,48.5
2024-09-08,Riyadh,57.9,5101,6496,352,25527,62.5
2024-09-09,Dammam,39.8,3883,4476,225,16525,45.0
2024-09-09,Jeddah,46.2,4658,5517,,20519,60.6
2024-09-09,Madinah,34.7,3467,4425,206,13980,41.2
2024-09-09,Makkah,38.1,3916,5279,226,18978,49.7
2024-09-09,Riyadh,53.0,5475,6933,339,22226,65.5
2024-09-10,Dammam,39.1,3790,5170,201,17109,45.6
2024-09-10,Jeddah,47.9,5064,6216,320,22048,49.4
2024-09-10,Madinah,36.3,3469,4194,225,14906,39.2
2024-09-10,Makkah,40.1,3994,4977,274,19946,49.6
2024-09-10,Riyadh,57.4,5104,6258,,22929,62.7
2024-09-11,Dammam,39.6,3560,4261,270,16841,45.8
